epoch,acc,loss,val_acc,val_loss
0,0.28920000001,2.85157803223,0.1,14.5057697571
1,0.100000000005,14.5060045526,0.1,14.5059814758
2,0.330320000029,6.02420416542,0.4383,1.58758487911
3,0.370579999998,5.49264722137,0.1,14.5062856934
4,0.35196000001,6.84133832424,0.503,1.42964513969
5,0.56804,1.23297684696,0.5501,1.28634366951
6,0.605960000057,1.12061150875,0.5479,1.33196361294
7,0.643920000076,1.01873899261,0.5556,1.3090554039
8,0.679800000038,0.921505287857,0.614,1.18750195732
9,0.70716,0.842622084427,0.5727,1.24777180252
10,0.734400000038,0.759587471867,0.6007,1.33176604881
11,0.763360000095,0.675772751141,0.5953,1.32968867741
12,0.787800000019,0.61302968132,0.6021,1.28489496889
13,0.807740000114,0.54754126688,0.6182,1.32807681961
14,0.8284,0.490348267403,0.6034,1.36094656811
15,0.848940000114,0.434513727846,0.6196,1.35483680038
16,0.862360000057,0.390914378986,0.598,1.48768738613
17,0.875780000057,0.356162019424,0.5957,1.52239852219
18,0.888380000057,0.323606701946,0.5443,1.97892670059
19,0.900619999981,0.282625478363,0.6506,1.37177831955
20,0.908160000038,0.263039654684,0.6577,1.36960697975
21,0.916819999962,0.239605945778,0.642,1.50191729774
22,0.920080000057,0.230795404787,0.6584,1.40747758865
23,0.928440000095,0.208771371374,0.6416,1.51000827255
24,0.934659999962,0.19121275208,0.61,1.83811323433
25,0.93732,0.188593388481,0.6335,1.6852866333
26,0.941660000019,0.17424715786,0.644,1.68065843296
27,0.945219999981,0.16217535656,0.6406,1.66431427307
28,0.947919999962,0.156348216629,0.5917,1.904933638
29,0.951079999943,0.147961749697,0.6583,1.62235946541
30,0.953820000076,0.139450633836,0.6236,1.9166135479
31,0.956019999962,0.136977417874,0.6012,2.05593472176
32,0.956100000019,0.133397507629,0.5683,2.5154343235
33,0.95788,0.129798946066,0.6691,1.67181882935
34,0.958520000076,0.12924185997,0.6388,1.92503804436
35,0.962000000038,0.115889542341,0.6603,1.81296356239
36,0.963519999981,0.115595525372,0.6509,1.86136166534
37,0.963200000057,0.114024475644,0.6406,1.99415333099
38,0.964120000038,0.110393107018,0.5877,2.40415666428
39,0.968740000057,0.101421347075,0.6441,1.96251427917
40,0.966499999962,0.105813060584,0.648,1.92295890541
41,0.968960000019,0.0961321978211,0.6857,1.80566145363
42,0.968480000038,0.100944455261,0.6502,1.94557137489
43,0.969939999962,0.0968782635713,0.6311,2.09565385895
44,0.97282,0.0901222557211,0.6685,1.87903423462
45,0.972700000038,0.088239504779,0.6508,2.11372663345
46,0.972100000038,0.0906188341641,0.6634,2.10880576782
47,0.97396,0.0896686010385,0.6344,2.25626120453
48,0.974100000019,0.0841121833757,0.6763,2.01233068924
49,0.975299999943,0.0804401214421,0.6439,2.21683320007
50,0.976119999981,0.0797155008399,0.6639,2.13362458649
51,0.976280000038,0.0802343193159,0.6128,2.65511742134
52,0.97692,0.0794023713395,0.6096,2.53071285095
53,0.975800000057,0.0788435465431,0.6411,2.35118517342
54,0.976379999943,0.0795463748586,0.642,2.30984591827
55,0.976440000019,0.079831442253,0.6224,2.65073377686
56,0.98006,0.0693695549694,0.6621,2.29463842583
57,0.979039999981,0.0727571142197,0.6033,2.73885134583
58,0.977979999981,0.0736246760836,0.6528,2.35500145111
59,0.979499999943,0.0688917856836,0.6584,2.32442817993
60,0.97964,0.0675722684146,0.6202,2.68963276367
61,0.980920000019,0.0643469400117,0.6419,2.62267591629
62,0.980260000019,0.0706752504084,0.6305,2.64346222076
63,0.980600000038,0.067606681307,0.6401,2.57570671616
64,0.981119999962,0.0671487156379,0.6174,3.10263188324
65,0.981220000019,0.0669530227697,0.6519,2.44910711517
66,0.982480000019,0.0603354553428,0.6511,2.45140392876
67,0.98126,0.0686103839791,0.644,2.69765737038
68,0.983200000019,0.0599843547764,0.6075,2.91409866486
69,0.98406,0.0546140104319,0.5902,3.20625841446
70,0.984080000057,0.0583225326709,0.6536,2.59801567459
71,0.983720000038,0.0609386522695,0.6403,2.78603095016
72,0.984420000019,0.0576622465522,0.6584,2.55489527054
73,0.9847,0.0583609354207,0.655,2.49887536049
74,0.983280000019,0.0619442846388,0.6527,2.57879951973
75,0.983539999943,0.0585665586151,0.6731,2.36883379669
76,0.98482,0.0527498087208,0.6685,2.66299212952
77,0.984380000038,0.0562829817346,0.6454,2.7089537323
78,0.983260000019,0.0619177948429,0.6118,3.19585261879
79,0.985180000019,0.0556639309746,0.6641,2.57035063324
80,0.984860000019,0.0575388339821,0.5942,3.12199469986
81,0.984859999981,0.0590903397052,0.6242,3.18383961411
82,0.983820000038,0.0601112565596,0.6469,2.81561312866
83,0.984959999962,0.0585226593671,0.6668,2.56986746674
84,0.985380000019,0.0551943243742,0.6425,2.76821091995
85,0.986460000019,0.0482812829155,0.6307,3.07769288826
86,0.985960000038,0.054001066244,0.6616,2.81087145462
87,0.987180000019,0.0480466556629,0.6642,2.76418858643
88,0.986240000038,0.0536831082772,0.6836,2.49101125107
89,0.986079999943,0.0538430053153,0.6435,3.10964762955
90,0.98594,0.0544309576985,0.6389,2.89968686295
91,0.986339999943,0.0521904243524,0.6663,2.7952251091
92,0.986540000019,0.053781229337,0.6526,2.88434110031
93,0.98658,0.052099934384,0.665,2.69138833008
94,0.98794,0.0495798099221,0.6817,2.66817880096
95,0.986159999943,0.055897577174,0.6833,2.59146871872
96,0.987280000019,0.0483150643579,0.6203,3.24632600174
97,0.987199999962,0.0510257970727,0.6399,3.0052771347
98,0.987299999943,0.0512831562074,0.6413,3.13688514557
99,0.988339999962,0.0493907403967,0.6382,3.05110054016
100,0.9883,0.0470740006145,0.6614,2.77693177185
101,0.988100000019,0.0447308887504,0.6686,2.79263326187
102,0.987140000038,0.0559761700269,0.6371,3.03943984756
103,0.988060000038,0.0462181799122,0.6306,3.1039011322
104,0.988839999962,0.0451465280962,0.6789,2.79657794189
105,0.989080000038,0.0453266777647,0.6079,3.65240389557
106,0.98794,0.0482047160366,0.6409,3.2242751976
107,0.98874,0.044904993343,0.6598,3.00930678635
108,0.98916,0.047081990779,0.6739,2.79961824722
109,0.988280000019,0.0503554687279,0.6298,3.43070532074
110,0.988200000019,0.0493812878593,0.6495,3.07027862701
111,0.988860000019,0.0444519596181,0.6457,3.12228311996
112,0.98848,0.0495870214185,0.6502,3.13515044365
113,0.988679999943,0.0474059117977,0.6442,3.28557665558
114,0.98936,0.0456412724734,0.6285,3.32384011002
115,0.988940000019,0.0490881848379,0.6331,3.319219841
116,0.98956,0.0462187134994,0.6692,3.09458320313
117,0.988619999962,0.0493118894438,0.6405,3.34613331528
118,0.988800000038,0.048414771593,0.6677,2.93805712204
119,0.988840000019,0.0488755219987,0.6565,3.26825829086
120,0.98914,0.046474823028,0.6528,3.33309225159
121,0.9888,0.0486699438815,0.6453,3.26950808792
122,0.98938,0.0433496963866,0.662,3.06626643829
123,0.9892,0.0478414452139,0.6771,2.8917874054
124,0.99046,0.0365473685713,0.6699,2.94150792542
125,0.990760000019,0.0432949469004,0.6762,2.9637475235
126,0.990040000019,0.0438153898982,0.669,3.0960036911
127,0.9896,0.0439134219706,0.6682,3.19131905136
128,0.989660000019,0.045814320872,0.6262,3.58241361465
129,0.990680000019,0.0411722636534,0.6539,3.29264884491
130,0.9905,0.0423386638856,0.6451,3.42230316467
131,0.990060000019,0.0433837881155,0.6848,3.10941688843
132,0.99092,0.0411894529781,0.6579,3.29876280975
133,0.989699999943,0.0498434582265,0.6911,2.98591993637
134,0.9906,0.04046250078,0.6727,3.20258131256
135,0.991240000019,0.0411820002779,0.6293,3.73969477692
136,0.990640000019,0.0447103768617,0.6655,3.22848065567
137,0.989759999962,0.0511228890991,0.682,3.08997294159
138,0.99124,0.0398312643478,0.6622,3.40281192932
139,0.99056,0.0468069810863,0.643,3.49398851624
140,0.9901,0.0490062136672,0.6676,3.32317865448
141,0.990299999943,0.0447954230109,0.6392,3.53848659668
142,0.99084,0.0487355579305,0.675,3.24593208008
143,0.99082,0.0472195309687,0.6548,3.45118141479
144,0.991099999943,0.0407426852729,0.68,3.07201572571
145,0.990759999943,0.0444888522912,0.6327,3.78613116455
146,0.991020000019,0.044316382494,0.6452,3.54451622849
147,0.991299999943,0.0430306704792,0.6462,3.65699096451
148,0.990280000038,0.0473617527292,0.6363,3.76010932617
149,0.9919,0.042579401317,0.6678,3.45927909393
150,0.990979999962,0.0491416904614,0.6742,3.28614766235
151,0.990880000019,0.0424676570762,0.6892,3.10250692902
152,0.990120000019,0.048679759187,0.6573,3.55313680115
153,0.991960000019,0.0432807832959,0.6639,3.47198332672
154,0.991400000019,0.041856068847,0.649,3.71108152924
155,0.990780000019,0.0500827220701,0.6677,3.38787636604
156,0.991000000019,0.0477684539493,0.6494,3.59207762871
157,0.99178,0.0435218125927,0.6467,3.69394202042
158,0.99108,0.0473827992093,0.6685,3.44262845917
159,0.991500000038,0.0408749175381,0.6656,3.45056506271
160,0.990840000019,0.0460117235289,0.6653,3.52431718826
161,0.992480000019,0.0411960193462,0.681,3.24140329285
162,0.990620000019,0.0507885998912,0.6681,3.43534163971
163,0.991239999962,0.0461230381876,0.6898,3.25840809326
164,0.99154,0.0446595731184,0.6815,3.25888581696
165,0.99126,0.0473175505206,0.6692,3.42617201004
166,0.991820000019,0.049526253013,0.6624,3.6022974968
167,0.991319999943,0.0441041178412,0.6586,3.61334212265
168,0.991419999943,0.0438975806699,0.6586,3.61578309059
169,0.99224,0.0429170858833,0.6631,3.66536158371
170,0.99098,0.0506606186737,0.6601,3.66158925781
171,0.991280000019,0.0486987550138,0.6464,3.81645007553
172,0.991160000019,0.0483260342948,0.6632,3.58456858978
173,0.992820000038,0.0353788723253,0.6448,3.77033422852
174,0.990200000019,0.0554822219909,0.6757,3.46038102188
175,0.992140000019,0.0434213519123,0.6703,3.60586108055
176,0.9918,0.0421753455479,0.665,3.60621945267
177,0.992040000019,0.0471297975873,0.6632,3.70948633118
178,0.99334,0.039278698304,0.6664,3.67749981689
179,0.992660000019,0.0416815972863,0.6684,3.5861754261
180,0.99226,0.0444813733997,0.641,3.89920527725
181,0.991800000019,0.051852368329,0.6709,3.66992302704
182,0.99226,0.0440077808298,0.6559,3.74632324753
183,0.99184,0.0467624345202,0.6702,3.639572509
184,0.99306,0.0392688690092,0.6623,3.80922990265
185,0.99238,0.0448374459781,0.6598,3.75254109039
186,0.99232,0.0447274097413,0.6557,3.89175895653
187,0.992260000019,0.0449364158952,0.6774,3.59460515213
188,0.993060000019,0.0419999626571,0.6743,3.60653044891
189,0.99244,0.0440294241472,0.6922,3.53545670891
190,0.99302,0.0409326166512,0.6691,3.66586332092
191,0.99208,0.0472260839909,0.659,3.91848949127
192,0.991880000019,0.0509580942533,0.6884,3.55137202682
193,0.992000000019,0.0496699606037,0.6414,4.14556412468
194,0.992420000019,0.0481682972041,0.6749,3.63394782104
195,0.99262,0.0428040656523,0.6544,3.88839390793
196,0.992900000019,0.0478168406976,0.6734,3.69246492462
197,0.993200000019,0.0431443533869,0.656,3.95248077927
198,0.99234,0.0513032862045,0.6251,4.63427868042
199,0.992,0.0504507899689,0.653,4.02353185959
